tps,suara
TPS_187_2_contrass,109
TPS_187_2_glass,109
TPS_187_2_random,109
TPS_187_3,9
TPS_187_3_blur,9
TPS_187_3_bright,9
TPS_187_3_contrass,9
TPS_187_3_glass,9
TPS_187_3_random,9
TPS_188_1,86
TPS_188_1_blur,86
TPS_188_1_bright,86
TPS_188_1_contrass,86
TPS_188_1_glass,86
TPS_188_1_random,86
TPS_188_2,82
TPS_188_2_blur,82
TPS_188_2_bright,82
TPS_188_2_contrass,82
TPS_188_2_glass,82
TPS_188_2_random,82
TPS_188_3,9
TPS_188_3_blur,9
TPS_188_3_bright,9
TPS_188_3_contrass,9
TPS_188_3_glass,9
TPS_188_3_random,9
TPS_189_1,43
TPS_189_1_blur,43
TPS_189_1_bright,43
TPS_189_1_contrass,43
TPS_189_1_glass,43
TPS_189_1_random,43
TPS_189_2,89
TPS_189_2_blur,89
TPS_189_2_bright,89
TPS_189_2_contrass,89
TPS_189_2_glass,89
TPS_189_2_random,89
TPS_189_3,2
TPS_189_3_blur,2
TPS_189_3_bright,2
TPS_189_3_contrass,2
TPS_189_3_glass,2
TPS_189_3_random,2
TPS_190_1,11
TPS_190_1_blur,11
TPS_190_1_bright,11
TPS_190_1_contrass,11
TPS_190_1_glass,11
TPS_190_1_random,11
TPS_190_2,88
TPS_190_2_blur,88
TPS_190_2_bright,88
TPS_190_2_contrass,88
TPS_190_2_glass,88
TPS_190_2_random,88
TPS_190_3,12
TPS_190_3_blur,12
TPS_190_3_bright,12
TPS_190_3_contrass,12
TPS_190_3_glass,12
TPS_190_3_random,12
TPS_191_1,129
TPS_191_1_blur,129
TPS_191_1_bright,129
TPS_191_1_contrass,129
TPS_191_1_glass,129
TPS_191_1_random,129
TPS_191_2,100
TPS_191_2_blur,100
TPS_191_2_bright,100
TPS_191_2_contrass,100
TPS_191_2_glass,100
TPS_191_2_random,100
TPS_191_3,11
TPS_191_3_blur,11
TPS_191_3_bright,11
TPS_191_3_contrass,11
TPS_191_3_glass,11
TPS_191_3_random,11
TPS_192_1,74
TPS_192_1_blur,74
TPS_192_1_bright,74
TPS_192_1_contrass,74
TPS_192_1_glass,74
TPS_192_1_random,74
TPS_192_2,73
TPS_192_2_blur,73
TPS_192_2_bright,73
TPS_192_2_contrass,73
TPS_192_2_glass,73
TPS_192_2_random,73
TPS_192_3,12
TPS_192_3_blur,12
TPS_192_3_bright,12
TPS_192_3_contrass,12
TPS_192_3_glass,12
TPS_192_3_random,12
TPS_193_1,79
TPS_193_1_blur,79
TPS_193_1_bright,79
TPS_193_1_contrass,79
TPS_193_1_glass,79
TPS_193_1_random,79
TPS_193_2,74
TPS_193_2_blur,74
TPS_193_2_bright,74
TPS_193_2_contrass,74
TPS_193_2_glass,74
TPS_193_2_random,74
TPS_193_3,0
TPS_193_3_blur,0
TPS_193_3_bright,0
TPS_193_3_contrass,0
TPS_193_3_glass,0
TPS_193_3_random,0
TPS_194_1,32
TPS_194_1_blur,32
TPS_194_1_bright,32
TPS_194_1_contrass,32
TPS_194_1_glass,32
TPS_194_1_random,32
TPS_194_2,149
TPS_194_2_blur,149
TPS_194_2_bright,149
TPS_194_2_contrass,149
TPS_194_2_glass,149
TPS_194_2_random,149
TPS_194_3,28
TPS_194_3_blur,28
TPS_194_3_bright,28
TPS_194_3_contrass,28
TPS_194_3_glass,28
TPS_194_3_random,28
TPS_195_1,84
TPS_195_1_blur,84
TPS_195_1_bright,84
TPS_195_1_contrass,84
TPS_195_1_glass,84
TPS_195_1_random,84
TPS_195_2,75
TPS_195_2_blur,75
TPS_195_2_bright,75
TPS_195_2_contrass,75
TPS_195_2_glass,75
TPS_195_2_random,75
TPS_195_3,6
TPS_195_3_blur,6
TPS_195_3_bright,6
TPS_195_3_contrass,6
TPS_195_3_glass,6
TPS_195_3_random,6
TPS_196_1,83
TPS_196_1_blur,83
TPS_196_1_bright,83
TPS_196_1_contrass,83
TPS_196_1_glass,83
TPS_196_1_random,83
TPS_196_2,139
TPS_196_2_blur,139
TPS_196_2_bright,139
TPS_196_2_contrass,139
TPS_196_2_glass,139
TPS_196_2_random,139
TPS_196_3,10
TPS_196_3_blur,10
TPS_196_3_bright,10
TPS_196_3_contrass,10
TPS_196_3_glass,10
TPS_196_3_random,10
TPS_197_1,133
TPS_197_1_blur,133
TPS_197_1_bright,133
TPS_197_1_contrass,133
TPS_197_1_glass,133
TPS_197_1_random,133
TPS_197_2,66
TPS_197_2_blur,66
TPS_197_2_bright,66
TPS_197_2_contrass,66
TPS_197_2_glass,66
TPS_197_2_random,66
TPS_197_3,16
TPS_197_3_blur,16
TPS_197_3_bright,16
TPS_197_3_contrass,16
TPS_197_3_glass,16
TPS_197_3_random,16
TPS_198_1,105
TPS_198_1_blur,105
TPS_198_1_bright,105
TPS_198_1_contrass,105
TPS_198_1_glass,105
TPS_198_1_random,105
TPS_198_2,92
TPS_198_2_blur,92
TPS_198_2_bright,92
TPS_198_2_contrass,92
TPS_198_2_glass,92
TPS_198_2_random,92
TPS_198_3,26
TPS_198_3_blur,26
TPS_198_3_bright,26
TPS_198_3_contrass,26
TPS_198_3_glass,26
TPS_198_3_random,26
TPS_199_1,80
TPS_199_1_blur,80
TPS_199_1_bright,80
TPS_199_1_contrass,80
TPS_199_1_glass,80
TPS_199_1_random,80
TPS_199_2,118
TPS_199_2_blur,118
TPS_199_2_bright,118
TPS_199_2_contrass,118
TPS_199_2_glass,118
TPS_199_2_random,118
TPS_199_3,27
TPS_199_3_blur,27
TPS_199_3_bright,27
TPS_199_3_contrass,27
TPS_199_3_glass,27
TPS_199_3_random,27
TPS_200_1,118
TPS_200_1_blur,118
TPS_200_1_bright,118
TPS_200_1_contrass,118
TPS_200_1_glass,118
TPS_200_1_random,118
TPS_200_2,93
TPS_200_2_blur,93
TPS_200_2_bright,93
TPS_200_2_contrass,93
TPS_200_2_glass,93
TPS_200_2_random,93
TPS_200_3,7
TPS_200_3_blur,7
TPS_200_3_bright,7
TPS_200_3_contrass,7
TPS_200_3_glass,7
TPS_200_3_random,7
TPS_201_1,122
TPS_201_1_blur,122
TPS_201_1_bright,122
TPS_201_1_contrass,122
TPS_201_1_glass,122
TPS_201_1_random,122
TPS_201_2,72
TPS_201_2_blur,72
TPS_201_2_bright,72
TPS_201_2_contrass,72
TPS_201_2_glass,72
TPS_201_2_random,72
TPS_201_3,9
TPS_201_3_blur,9
TPS_201_3_bright,9
TPS_201_3_contrass,9
TPS_201_3_glass,9
TPS_201_3_random,9
TPS_202_1,52
TPS_202_1_blur,52
TPS_202_1_bright,52
TPS_202_1_contrass,52
TPS_202_1_glass,52
TPS_202_1_random,52
TPS_202_2,105
TPS_202_2_blur,105
TPS_202_2_bright,105
TPS_202_2_contrass,105
TPS_202_2_glass,105
TPS_202_2_random,105
TPS_202_3,22
TPS_202_3_blur,22
TPS_202_3_bright,22
TPS_202_3_contrass,22
TPS_202_3_glass,22
TPS_202_3_random,22
TPS_203_1,77
TPS_203_1_blur,77
TPS_203_1_bright,77
TPS_203_1_contrass,77
TPS_203_1_glass,77
TPS_203_1_random,77
TPS_203_2,118
TPS_203_2_blur,118
TPS_203_2_bright,118
TPS_203_2_contrass,118
TPS_203_2_glass,118
TPS_203_2_random,118
TPS_203_3,6
TPS_203_3_blur,6
TPS_203_3_bright,6
TPS_203_3_contrass,6
TPS_203_3_glass,6
TPS_203_3_random,6
TPS_204_1,101
TPS_204_1_blur,101
TPS_204_1_bright,101
TPS_204_1_contrass,101
TPS_204_1_glass,101
TPS_204_1_random,101
TPS_204_2,77
TPS_204_2_blur,77
TPS_204_2_bright,77
TPS_204_2_contrass,77
TPS_204_2_glass,77
TPS_204_2_random,77
TPS_204_3,7
TPS_204_3_blur,7
TPS_204_3_bright,7
TPS_204_3_contrass,7
TPS_204_3_glass,7
TPS_204_3_random,7
TPS_205_1,72
TPS_205_1_blur,72
TPS_205_1_bright,72
TPS_205_1_contrass,72
TPS_205_1_glass,72
TPS_205_1_random,72
TPS_205_2,69
TPS_205_2_blur,69
TPS_205_2_bright,69
TPS_205_2_contrass,69
TPS_205_2_glass,69
TPS_205_2_random,69
TPS_205_3,86
TPS_205_3_blur,86
TPS_205_3_bright,86
TPS_205_3_contrass,86
TPS_205_3_glass,86
TPS_205_3_random,86
TPS_206_1,118
TPS_206_1_blur,118
TPS_206_1_bright,118
TPS_206_1_contrass,118
TPS_206_1_glass,118
TPS_206_1_random,118
TPS_206_2,88
TPS_206_2_blur,88
TPS_206_2_bright,88
TPS_206_2_contrass,88
TPS_206_2_glass,88
TPS_206_2_random,88
TPS_206_3,20
TPS_206_3_blur,20
TPS_206_3_bright,20
TPS_206_3_contrass,20
TPS_206_3_glass,20
TPS_206_3_random,20
TPS_207_1,47
TPS_207_1_blur,47
TPS_207_1_bright,47
TPS_207_1_contrass,47
TPS_207_1_glass,47
TPS_207_1_random,47
TPS_207_2,87
TPS_207_2_blur,87
TPS_207_2_bright,87
TPS_207_2_contrass,87
TPS_207_2_glass,87
TPS_207_2_random,87
TPS_207_3,9
TPS_207_3_blur,9
TPS_207_3_bright,9
TPS_207_3_contrass,9
TPS_207_3_glass,9
TPS_207_3_random,9
TPS_208_1,125
TPS_208_1_blur,125
TPS_208_1_bright,125
TPS_208_1_contrass,125
TPS_208_1_glass,125
TPS_208_1_random,125
TPS_208_2,61
TPS_208_2_blur,61
TPS_208_2_bright,61
TPS_208_2_contrass,61
TPS_208_2_glass,61
TPS_208_2_random,61
TPS_208_3,8
TPS_208_3_blur,8
TPS_208_3_bright,8
TPS_208_3_contrass,8
TPS_208_3_glass,8
TPS_208_3_random,8
TPS_209_1,112
TPS_209_1_blur,112
TPS_209_1_bright,112
TPS_209_1_contrass,112
TPS_209_1_glass,112
TPS_209_1_random,112
TPS_209_2,77
TPS_209_2_blur,77
TPS_209_2_bright,77
TPS_209_2_contrass,77
TPS_209_2_glass,77
TPS_209_2_random,77
TPS_209_3,12
TPS_209_3_blur,12
TPS_209_3_bright,12
TPS_209_3_contrass,12
TPS_209_3_glass,12
TPS_209_3_random,12
TPS_210_1,78
TPS_210_1_blur,78
TPS_210_1_bright,78
TPS_210_1_contrass,78
TPS_210_1_glass,78
TPS_210_1_random,78
TPS_210_2,62
TPS_210_2_blur,62
TPS_210_2_bright,62
TPS_210_2_contrass,62
TPS_210_2_glass,62
TPS_210_2_random,62
TPS_210_3,23
TPS_210_3_blur,23
TPS_210_3_bright,23
TPS_210_3_contrass,23
TPS_210_3_glass,23
TPS_210_3_random,23
TPS_211_1,20
TPS_211_1_blur,20
TPS_211_1_bright,20
TPS_211_1_contrass,20
TPS_211_1_glass,20
TPS_211_1_random,20
TPS_211_2,110
TPS_211_2_blur,110
TPS_211_2_bright,110
TPS_211_2_contrass,110
TPS_211_2_glass,110
TPS_211_2_random,110
TPS_211_3,58
TPS_211_3_blur,58
TPS_211_3_bright,58
TPS_211_3_contrass,58
TPS_211_3_glass,58
TPS_211_3_random,58
TPS_212_1,44
TPS_212_1_blur,44
TPS_212_1_bright,44
TPS_212_1_contrass,44
TPS_212_1_glass,44
TPS_212_1_random,44
TPS_212_2,109
TPS_212_2_blur,109
TPS_212_2_bright,109
TPS_212_2_contrass,109
TPS_212_2_glass,109
TPS_212_2_random,109
TPS_212_3,66
TPS_212_3_blur,66
TPS_212_3_bright,66
TPS_212_3_contrass,66
TPS_212_3_glass,66
TPS_212_3_random,66
TPS_213_1,55
TPS_213_1_blur,55
TPS_213_1_bright,55
TPS_213_1_contrass,55
TPS_213_1_glass,55
TPS_213_1_random,55
TPS_213_2,134
TPS_213_2_blur,134
TPS_213_2_bright,134
TPS_213_2_contrass,134
TPS_213_2_glass,134
TPS_213_2_random,134
TPS_213_3,14
TPS_213_3_blur,14
TPS_213_3_bright,14
TPS_213_3_contrass,14
TPS_213_3_glass,14
TPS_213_3_random,14
TPS_214_1,65
TPS_214_1_blur,65
TPS_214_1_bright,65
TPS_214_1_contrass,65
TPS_214_1_glass,65
TPS_214_1_random,65
TPS_214_2,111
TPS_214_2_blur,111
TPS_214_2_bright,111
TPS_214_2_contrass,111
TPS_214_2_glass,111
TPS_214_2_random,111
TPS_214_3,12
TPS_214_3_blur,12
TPS_214_3_bright,12
TPS_214_3_contrass,12
TPS_214_3_glass,12
TPS_214_3_random,12
TPS_215_1,38
TPS_215_1_blur,38
TPS_215_1_bright,38
TPS_215_1_contrass,38
TPS_215_1_glass,38
TPS_215_1_random,38
TPS_215_2,175
TPS_215_2_blur,175
TPS_215_2_bright,175
TPS_215_2_contrass,175
TPS_215_2_glass,175
TPS_215_2_random,175
TPS_215_3,22
TPS_215_3_blur,22
TPS_215_3_bright,22
TPS_215_3_contrass,22
TPS_215_3_glass,22
TPS_215_3_random,22
TPS_216_1,46
TPS_216_1_blur,46
TPS_216_1_bright,46
TPS_216_1_contrass,46
TPS_216_1_glass,46
TPS_216_1_random,46
TPS_216_2,142
TPS_216_2_blur,142
TPS_216_2_bright,142
TPS_216_2_contrass,142
TPS_216_2_glass,142
TPS_216_2_random,142
TPS_216_3,21
TPS_216_3_blur,21
TPS_216_3_bright,21
TPS_216_3_contrass,21
TPS_216_3_glass,21
TPS_216_3_random,21
TPS_217_1,68
TPS_217_1_blur,68
TPS_217_1_bright,68
TPS_217_1_contrass,68
TPS_217_1_glass,68
TPS_217_1_random,68
TPS_217_2,110
TPS_217_2_blur,110
TPS_217_2_bright,110
TPS_217_2_contrass,110
TPS_217_2_glass,110
TPS_217_2_random,110
TPS_217_3,42
TPS_217_3_blur,42
TPS_217_3_bright,42
TPS_217_3_contrass,42
TPS_217_3_glass,42
TPS_217_3_random,42
TPS_218_1,36
TPS_218_1_blur,36
TPS_218_1_bright,36
TPS_218_1_contrass,36
TPS_218_1_glass,36
TPS_218_1_random,36
TPS_218_2,101
TPS_218_2_blur,101
TPS_218_2_bright,101
TPS_218_2_contrass,101
TPS_218_2_glass,101
TPS_218_2_random,101
TPS_218_3,14
TPS_218_3_blur,14
TPS_218_3_bright,14
TPS_218_3_contrass,14
TPS_218_3_glass,14
TPS_218_3_random,14
TPS_219_1,108
TPS_219_1_blur,108
TPS_219_1_bright,108
TPS_219_1_contrass,108
TPS_219_1_glass,108
TPS_219_1_random,108
TPS_219_2,52
TPS_219_2_blur,52
TPS_219_2_bright,52
TPS_219_2_contrass,52
TPS_219_2_glass,52
TPS_219_2_random,52
TPS_219_3,27
TPS_219_3_blur,27
TPS_219_3_bright,27
TPS_219_3_contrass,27
TPS_219_3_glass,27
TPS_219_3_random,27
TPS_220_1,68
TPS_220_1_blur,68
TPS_220_1_bright,68
TPS_220_1_contrass,68
TPS_220_1_glass,68
TPS_220_1_random,68
TPS_220_2,120
TPS_220_2_blur,120
TPS_220_2_bright,120
TPS_220_2_contrass,120
TPS_220_2_glass,120
TPS_220_2_random,120
TPS_220_3,25
TPS_220_3_blur,25
TPS_220_3_bright,25
TPS_220_3_contrass,25
TPS_220_3_glass,25
TPS_220_3_random,25
TPS_221_1,96
TPS_221_1_blur,96
TPS_221_1_bright,96
TPS_221_1_contrass,96
TPS_221_1_glass,96
TPS_221_1_random,96
TPS_221_2,110
TPS_221_2_blur,110
TPS_221_2_bright,110
TPS_221_2_contrass,110
TPS_221_2_glass,110
TPS_221_2_random,110
TPS_221_3,14
TPS_221_3_blur,14
TPS_221_3_bright,14
TPS_221_3_contrass,14
TPS_221_3_glass,14
TPS_221_3_random,14
TPS_222_1,81
TPS_222_1_blur,81
TPS_222_1_bright,81
TPS_222_1_contrass,81
TPS_222_1_glass,81
TPS_222_1_random,81
TPS_222_2,128
TPS_222_2_blur,128
TPS_222_2_bright,128
TPS_222_2_contrass,128
TPS_222_2_glass,128
TPS_222_2_random,128
TPS_222_3,10
TPS_222_3_blur,10
TPS_222_3_bright,10
TPS_222_3_contrass,10
TPS_222_3_glass,10
TPS_222_3_random,10
TPS_223_1,49
TPS_223_1_blur,49
TPS_223_1_bright,49
TPS_223_1_contrass,49
TPS_223_1_glass,49
TPS_223_1_random,49
TPS_223_2,156
TPS_223_2_blur,156
TPS_223_2_bright,156
TPS_223_2_contrass,156
TPS_223_2_glass,156
TPS_223_2_random,156
TPS_223_3,31
TPS_223_3_blur,31
TPS_223_3_bright,31
TPS_223_3_contrass,31
TPS_223_3_glass,31
TPS_223_3_random,31
TPS_224_1,24
TPS_224_1_blur,24
TPS_224_1_bright,24
TPS_224_1_contrass,24
TPS_224_1_glass,24
TPS_224_1_random,24
TPS_224_2,115
TPS_224_2_blur,115
TPS_224_2_bright,115
TPS_224_2_contrass,115
TPS_224_2_glass,115
TPS_224_2_random,115
TPS_224_3,33
TPS_224_3_blur,33
TPS_224_3_bright,33
TPS_224_3_contrass,33
TPS_224_3_glass,33
TPS_224_3_random,33
TPS_225_1,72
TPS_225_1_blur,72
TPS_225_1_bright,72
TPS_225_1_contrass,72
TPS_225_1_glass,72
TPS_225_1_random,72
TPS_225_2,161
TPS_225_2_blur,161
TPS_225_2_bright,161
TPS_225_2_contrass,161
TPS_225_2_glass,161
TPS_225_2_random,161
TPS_225_3,21
TPS_225_3_blur,21
TPS_225_3_bright,21
TPS_225_3_contrass,21
TPS_225_3_glass,21
TPS_225_3_random,21
TPS_226_1,71
TPS_226_1_blur,71
TPS_226_1_bright,71
TPS_226_1_contrass,71
TPS_226_1_glass,71
TPS_226_1_random,71
TPS_226_2,133
TPS_226_2_blur,133
TPS_226_2_bright,133
TPS_226_2_contrass,133
TPS_226_2_glass,133
TPS_226_2_random,133
TPS_226_3,14
TPS_226_3_blur,14
TPS_226_3_bright,14
TPS_226_3_contrass,14
TPS_226_3_glass,14
TPS_226_3_random,14
TPS_227_1,58
TPS_227_1_blur,58
TPS_227_1_bright,58
TPS_227_1_contrass,58
TPS_227_1_glass,58
TPS_227_1_random,58
TPS_227_2,199
TPS_227_2_blur,199
TPS_227_2_bright,199
TPS_227_2_contrass,199
TPS_227_2_glass,199
TPS_227_2_random,199
TPS_227_3,15
TPS_227_3_blur,15
TPS_227_3_bright,15
TPS_227_3_contrass,15
TPS_227_3_glass,15
TPS_227_3_random,15
TPS_228_1,23
TPS_228_1_blur,23
TPS_228_1_bright,23
TPS_228_1_contrass,23
TPS_228_1_glass,23
TPS_228_1_random,23
TPS_228_2,134
TPS_228_2_blur,134
TPS_228_2_bright,134
TPS_228_2_contrass,134
TPS_228_2_glass,134
TPS_228_2_random,134
TPS_228_3,26
TPS_228_3_blur,26
TPS_228_3_bright,26
TPS_228_3_contrass,26
TPS_228_3_glass,26
TPS_228_3_random,26
TPS_229_1,45
TPS_229_1_blur,45
TPS_229_1_bright,45
TPS_229_1_contrass,45
TPS_229_1_glass,45
TPS_229_1_random,45
TPS_229_2,115
TPS_229_2_blur,115
TPS_229_2_bright,115
TPS_229_2_contrass,115
TPS_229_2_glass,115
TPS_229_2_random,115
TPS_229_3,30
TPS_229_3_blur,30
TPS_229_3_bright,30
TPS_229_3_contrass,30
TPS_229_3_glass,30
TPS_229_3_random,30
TPS_230_1,32
TPS_230_1_blur,32
TPS_230_1_bright,32
TPS_230_1_contrass,32
TPS_230_1_glass,32
TPS_230_1_random,32
TPS_230_2,150
TPS_230_2_blur,150
TPS_230_2_bright,150
TPS_230_2_contrass,150
TPS_230_2_glass,150
TPS_230_2_random,150
TPS_230_3,40
TPS_230_3_blur,40
TPS_230_3_bright,40
TPS_230_3_contrass,40
TPS_230_3_glass,40
TPS_230_3_random,40
TPS_231_1,11
TPS_231_1_blur,11
TPS_231_1_bright,11
TPS_231_1_contrass,11
TPS_231_1_glass,11
TPS_231_1_random,11
TPS_231_2,118
TPS_231_2_blur,118
TPS_231_2_bright,118
TPS_231_2_contrass,118
TPS_231_2_glass,118
TPS_231_2_random,118
TPS_231_3,59
TPS_231_3_blur,59
TPS_231_3_bright,59
TPS_231_3_contrass,59
TPS_231_3_glass,59
TPS_231_3_random,59
TPS_232_1,24
TPS_232_1_blur,24
TPS_232_1_bright,24
TPS_232_1_contrass,24
TPS_232_1_glass,24
TPS_232_1_random,24
TPS_232_2,153
TPS_232_2_blur,153
TPS_232_2_bright,153
TPS_232_2_contrass,153
TPS_232_2_glass,153
TPS_232_2_random,153
TPS_232_3,32
TPS_232_3_blur,32
TPS_232_3_bright,32
TPS_232_3_contrass,32
TPS_232_3_glass,32
TPS_232_3_random,32
TPS_233_1,22
TPS_233_1_blur,22
TPS_233_1_bright,22
TPS_233_1_contrass,22
TPS_233_1_glass,22
TPS_233_1_random,22
TPS_233_2,156
TPS_233_2_blur,156
TPS_233_2_bright,156
TPS_233_2_contrass,156
TPS_233_2_glass,156
TPS_233_2_random,156
TPS_233_3,40
TPS_233_3_blur,40
TPS_233_3_bright,40
TPS_233_3_contrass,40
TPS_233_3_glass,40
TPS_233_3_random,40
TPS_234_1,28
TPS_234_1_blur,28
TPS_234_1_bright,28
TPS_234_1_contrass,28
TPS_234_1_glass,28
TPS_234_1_random,28
TPS_234_2,154
TPS_234_2_blur,154
TPS_234_2_bright,154
TPS_234_2_contrass,154
TPS_234_2_glass,154
TPS_234_2_random,154
TPS_234_3,24
TPS_234_3_blur,24
TPS_234_3_bright,24
TPS_234_3_contrass,24
TPS_234_3_glass,24
TPS_234_3_random,24
TPS_235_1,35
TPS_235_1_blur,35
TPS_235_1_bright,35
TPS_235_1_contrass,35
TPS_235_1_glass,35
TPS_235_1_random,35
TPS_235_2,160
TPS_235_2_blur,160
TPS_235_2_bright,160
TPS_235_2_contrass,160
TPS_235_2_glass,160
TPS_235_2_random,160
TPS_235_3,28
TPS_235_3_blur,28
TPS_235_3_bright,28
TPS_235_3_contrass,28
TPS_235_3_glass,28
TPS_235_3_random,28
TPS_236_1,20
TPS_236_1_blur,20
TPS_236_1_bright,20
TPS_236_1_contrass,20
TPS_236_1_glass,20
TPS_236_1_random,20
TPS_236_2,192
TPS_236_2_blur,192
TPS_236_2_bright,192
TPS_236_2_contrass,192
TPS_236_2_glass,192
TPS_236_2_random,192
TPS_236_3,21
TPS_236_3_blur,21
TPS_236_3_bright,21
TPS_236_3_contrass,21
TPS_236_3_glass,21
TPS_236_3_random,21
TPS_237_1,23
TPS_237_1_blur,23
TPS_237_1_bright,23
TPS_237_1_contrass,23
TPS_237_1_glass,23
TPS_237_1_random,23
TPS_237_2,187
TPS_237_2_blur,187
TPS_237_2_bright,187
TPS_237_2_contrass,187
TPS_237_2_glass,187
TPS_237_2_random,187
TPS_237_3,16
TPS_237_3_blur,16
TPS_237_3_bright,16
TPS_237_3_contrass,16
TPS_237_3_glass,16
TPS_237_3_random,16
TPS_238_1,100
TPS_238_1_blur,100
TPS_238_1_bright,100
TPS_238_1_contrass,100
TPS_238_1_glass,100
TPS_238_1_random,100
TPS_238_2,124
TPS_238_2_blur,124
TPS_238_2_bright,124
TPS_238_2_contrass,124
TPS_238_2_glass,124
TPS_238_2_random,124
TPS_238_3,16
TPS_238_3_blur,16
TPS_238_3_bright,16
TPS_238_3_contrass,16
TPS_238_3_glass,16
TPS_238_3_random,16
TPS_239_1,60
TPS_239_1_blur,60
TPS_239_1_bright,60
TPS_239_1_contrass,60
TPS_239_1_glass,60
TPS_239_1_random,60
TPS_239_2,140
TPS_239_2_blur,140
TPS_239_2_bright,140
TPS_239_2_contrass,140
TPS_239_2_glass,140
TPS_239_2_random,140
TPS_239_3,22
TPS_239_3_blur,22
TPS_239_3_bright,22
TPS_239_3_contrass,22
TPS_239_3_glass,22
TPS_239_3_random,22
TPS_240_1,52
TPS_240_1_blur,52
TPS_240_1_bright,52
TPS_240_1_contrass,52
TPS_240_1_glass,52
TPS_240_1_random,52
TPS_240_2,138
TPS_240_2_blur,138
TPS_240_2_bright,138
TPS_240_2_contrass,138
TPS_240_2_glass,138
TPS_240_2_random,138
TPS_240_3,21
TPS_240_3_blur,21
TPS_240_3_bright,21
TPS_240_3_contrass,21
TPS_240_3_glass,21
TPS_240_3_random,21
TPS_241_1,81
TPS_241_1_blur,81
TPS_241_1_bright,81
TPS_241_1_contrass,81
TPS_241_1_glass,81
TPS_241_1_random,81
TPS_241_2,171
TPS_241_2_blur,171
TPS_241_2_bright,171
TPS_241_2_contrass,171
TPS_241_2_glass,171
TPS_241_2_random,171
TPS_241_3,14
TPS_241_3_blur,14
TPS_241_3_bright,14
TPS_241_3_contrass,14
TPS_241_3_glass,14
TPS_241_3_random,14
TPS_242_1,148
TPS_242_1_blur,148
TPS_242_1_bright,148
TPS_242_1_contrass,148
TPS_242_1_glass,148
TPS_242_1_random,148
TPS_242_2,106
TPS_242_2_blur,106
TPS_242_2_bright,106
TPS_242_2_contrass,106
TPS_242_2_glass,106
TPS_242_2_random,106
TPS_242_3,19
TPS_242_3_blur,19
TPS_242_3_bright,19
TPS_242_3_contrass,19
TPS_242_3_glass,19
TPS_242_3_random,19
TPS_243_1,100
TPS_243_1_blur,100
TPS_243_1_bright,100
TPS_243_1_contrass,100
TPS_243_1_glass,100
TPS_243_1_random,100
TPS_243_2,90
TPS_243_2_blur,90
TPS_243_2_bright,90
TPS_243_2_contrass,90
TPS_243_2_glass,90
TPS_243_2_random,90
TPS_243_3,14
TPS_243_3_blur,14
TPS_243_3_bright,14
TPS_243_3_contrass,14
TPS_243_3_glass,14
TPS_243_3_random,14
TPS_244_1,61
TPS_244_1_blur,61
TPS_244_1_bright,61
TPS_244_1_contrass,61
TPS_244_1_glass,61
TPS_244_1_random,61
TPS_244_2,112
TPS_244_2_blur,112
TPS_244_2_bright,112
TPS_244_2_contrass,112
TPS_244_2_glass,112
TPS_244_2_random,112
TPS_244_3,9
TPS_244_3_blur,9
TPS_244_3_bright,9
TPS_244_3_contrass,9
TPS_244_3_glass,9
TPS_244_3_random,9
TPS_245_1,69
TPS_245_1_blur,69
TPS_245_1_bright,69
TPS_245_1_contrass,69
TPS_245_1_glass,69
TPS_245_1_random,69
TPS_245_2,86
TPS_245_2_blur,86
TPS_245_2_bright,86
TPS_245_2_contrass,86
TPS_245_2_glass,86
TPS_245_2_random,86
TPS_245_3,13
TPS_245_3_blur,13
TPS_245_3_bright,13
TPS_245_3_contrass,13
TPS_245_3_glass,13
TPS_245_3_random,13
TPS_246_1,99
TPS_246_1_blur,99
TPS_246_1_bright,99
TPS_246_1_contrass,99
TPS_246_1_glass,99
TPS_246_1_random,99
TPS_246_2,106
TPS_246_2_blur,106
TPS_246_2_bright,106
TPS_246_2_contrass,106
TPS_246_2_glass,106
TPS_246_2_random,106
TPS_246_3,25
TPS_246_3_blur,25
TPS_246_3_bright,25
TPS_246_3_contrass,25
TPS_246_3_glass,25
TPS_246_3_random,25
TPS_247_1,101
TPS_247_1_blur,101
TPS_247_1_bright,101
TPS_247_1_contrass,101
TPS_247_1_glass,101
TPS_247_1_random,101
TPS_247_2,111
TPS_247_2_blur,111
TPS_247_2_bright,111
TPS_247_2_contrass,111
TPS_247_2_glass,111
TPS_247_2_random,111
TPS_247_3,28
TPS_247_3_blur,28
TPS_247_3_bright,28
TPS_247_3_contrass,28
TPS_247_3_glass,28
TPS_247_3_random,28
TPS_248_1,24
TPS_248_1_blur,24
TPS_248_1_bright,24
TPS_248_1_contrass,24
TPS_248_1_glass,24
TPS_248_1_random,24
TPS_248_2,159
TPS_248_2_blur,159
TPS_248_2_bright,159
TPS_248_2_contrass,159
TPS_248_2_glass,159
TPS_248_2_random,159
TPS_248_3,25
TPS_248_3_blur,25
TPS_248_3_bright,25
TPS_248_3_contrass,25
TPS_248_3_glass,25
TPS_248_3_random,25
TPS_249_1,48
TPS_249_1_blur,48
TPS_249_1_bright,48
TPS_249_1_contrass,48
TPS_249_1_glass,48
TPS_249_1_random,48
TPS_249_2,137
TPS_249_2_blur,137
TPS_249_2_bright,137
TPS_249_2_contrass,137
TPS_249_2_glass,137
TPS_249_2_random,137
